Data from VictorNaph_Absorbance__7__00017.txt Node

Date: Thu Oct 10 15:47:09 EDT 2024
User: earladmin
Spectrometer: FLCH01037
Trigger mode: 0
Integration Time (sec): 1.000000E-1
Scans to average: 5
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 2
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2048
>>>>>Begin Spectral Data<<<<<
178.246	0.12
178.631	0.2
179.016	0.39
179.401	0.39
179.785	0.07
180.17	-0.76
180.554	0.77
180.939	0.01
181.323	0.04
181.708	-0.05
182.092	-0
182.477	0.1
182.861	0.84
183.245	-0.33
183.63	0.1
184.014	-0
184.398	-0.25
184.782	-0.12
185.167	0
185.551	-0.26
185.935	0.31
186.319	0.02
186.703	-0.22
187.087	-0.2
187.471	1.1
187.855	-0.69
188.238	-0.15
188.622	0.48
189.006	-0.14
189.39	-0.35
189.774	-0.19
190.157	0.34
190.541	-0.51
190.925	0.28
191.308	-0.01
191.692	0.26
192.075	0.07
192.459	-1.06
192.842	-0.58
193.226	-0
193.609	-0
193.992	-0
194.376	-0.2
194.759	0.12
195.142	-0.16
195.525	-0
195.909	-0
196.292	-0.03
196.675	-0
197.058	-0.04
197.441	-0
197.824	-0.06
198.207	0.34
198.59	0.08
198.973	0.02
199.356	0.09
199.738	0.21
200.121	0.14
200.504	0.13
200.887	-0
201.269	-0.13
201.652	-0
202.035	-0.06
202.417	0.22
202.8	-0
203.182	-0.18
203.565	0.23
203.947	-0
204.329	0.32
204.712	0.02
205.094	-0
205.476	0.03
205.859	-0.18
206.241	0.36
206.623	-0.16
207.005	-0.33
207.387	0.1
207.769	-0.68
208.151	0.92
208.533	-0
208.915	-0.14
209.297	0.29
209.679	-0.02
210.061	0.28
210.443	0.16
210.825	-0
211.206	-0
211.588	-0
211.97	0.55
212.351	-0.1
212.733	0.4
213.115	0.26
213.496	0.12
213.878	0.33
214.259	-0.29
214.641	0.4
215.022	-0
215.403	0.77
215.785	1.78
216.166	-0.62
216.547	0.17
216.928	0.71
217.31	-0
217.691	0.24
218.072	0.09
218.453	-0.22
218.834	-1.07
219.215	0.19
219.596	-0
219.977	1.26
220.358	-0.3
220.739	0.31
221.119	-0.29
221.5	-0.98
221.881	-0
222.262	0.02
222.642	0.11
223.023	-0
223.403	-0.47
223.784	-0
224.165	-0.13
224.545	-0.32
224.926	-0
225.306	-0.2
225.686	-0.23
226.067	-0.43
226.447	-0.07
226.827	-0.04
227.207	-0.49
227.588	-0
227.968	-0
228.348	-0.6
228.728	-0.38
229.108	-1.2
229.488	-0.75
229.868	-2.32
230.248	-1.14
230.628	-1.02
231.008	-2.37
231.388	-0
231.767	-1.09
232.147	-0
232.527	-1.03
232.907	-1.44
233.286	-1.17
233.666	-1.22
234.046	-0
234.425	-1.1
234.805	-0.86
235.184	-1.16
235.564	-0.98
235.943	-1.05
236.322	-1.25
236.702	-0
237.081	-1.59
237.46	-1.12
237.839	-1.29
238.219	-1.19
238.598	-1.05
238.977	-0.97
239.356	-1.21
239.735	-1.21
240.114	-0.99
240.493	-0.89
240.872	-1.34
241.251	-0.75
241.629	-1.05
242.008	-0.55
242.387	-0.72
242.766	-0.86
243.145	-1.35
243.523	-1.21
243.902	-0.77
244.28	-0.97
244.659	-1.5
245.037	-0.91
245.416	-0.86
245.794	-0.78
246.173	-0.91
246.551	-0.82
246.93	-0.56
247.308	-0.71
247.686	-0.84
248.064	-0.73
248.442	-0.59
248.821	-0.45
249.199	-0.6
249.577	-0.49
249.955	-0.45
250.333	-0.45
250.711	-0.64
251.089	-0.38
251.467	-0.41
251.844	-0.39
252.222	-0.24
252.6	-0.68
252.978	-0.25
253.356	-0.35
253.733	-0.38
254.111	-0.13
254.488	-0.11
254.866	-0.22
255.243	-0.06
255.621	-0.1
255.998	-0.03
256.376	-0.1
256.753	0.02
257.13	-0.1
257.508	0.03
257.885	0.04
258.262	-0.02
258.639	0.07
259.017	0.07
259.394	0.06
259.771	0.21
260.148	0.22
260.525	0.2
260.902	0.26
261.279	0.24
261.656	0.25
262.032	0.42
262.409	0.29
262.786	0.36
263.163	0.35
263.539	0.57
263.916	0.62
264.293	0.59
264.669	0.55
265.046	0.53
265.422	0.57
265.799	0.72
266.175	0.54
266.552	0.69
266.928	0.7
267.304	0.64
267.681	0.57
268.057	0.57
268.433	0.6
268.809	0.76
269.185	0.79
269.561	0.74
269.937	0.67
270.313	0.75
270.689	0.94
271.065	0.84
271.441	0.82
271.817	0.96
272.193	1.03
272.569	0.69
272.945	0.82
273.32	1.11
273.696	0.96
274.072	0.75
274.447	0.97
274.823	0.99
275.198	0.99
275.574	0.81
275.949	0.76
276.325	0.78
276.7	0.67
277.075	0.72
277.451	0.75
277.826	0.65
278.201	0.78
278.576	0.62
278.951	0.6
279.326	0.57
279.702	0.63
280.077	0.64
280.452	0.69
280.827	0.67
281.201	0.72
281.576	0.69
281.951	0.72
282.326	0.77
282.701	0.71
283.075	0.73
283.45	0.74
283.825	0.79
284.199	0.8
284.574	0.75
284.949	0.8
285.323	0.73
