Data from VictorAnthra_Absorbance__7__00027.txt Node

Date: Thu Oct 10 15:49:16 EDT 2024
User: earladmin
Spectrometer: FLCH01037
Trigger mode: 0
Integration Time (sec): 1.000000E-1
Scans to average: 5
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 2
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2048
>>>>>Begin Spectral Data<<<<<
178.246	-0.04
178.631	0.14
179.016	0.31
179.401	0.45
179.785	0.06
180.17	-0.76
180.554	-0.01
180.939	0.13
181.323	-0.03
181.708	-0.02
182.092	-0
182.477	0.33
182.861	0.71
183.245	-0.39
183.63	0.21
184.014	-0
184.398	-0.25
184.782	-0.13
185.167	-0.04
185.551	-0.29
185.935	0.34
186.319	-0.02
186.703	-0.12
187.087	-0.18
187.471	-0
187.855	-0.5
188.238	-0.51
188.622	-0
189.006	0.62
189.39	-0.15
189.774	0.05
190.157	-0
190.541	-0.24
190.925	0.12
191.308	0.34
191.692	0.47
192.075	0.75
192.459	-0.9
192.842	-0
193.226	-0
193.609	0.11
193.992	0.35
194.376	0.18
194.759	-0
195.142	0.32
195.525	0.08
195.909	0.85
196.292	0.34
196.675	-0
197.058	0.16
197.441	-0
197.824	0.29
198.207	-0
198.59	-0.24
198.973	0.15
199.356	0.46
199.738	0.79
200.121	0.29
200.504	0.72
200.887	-0
201.269	0.07
201.652	-0
202.035	-0
202.417	1.06
202.8	-0.48
203.182	0.01
203.565	0.43
203.947	-0
204.329	0.41
204.712	0.09
205.094	-0
205.476	0.16
205.859	-0.11
206.241	1.35
206.623	2.31
207.005	-0
207.387	0.23
207.769	-0.51
208.151	-0
208.533	-0
208.915	0.04
209.297	-0.01
209.679	0.44
210.061	1.48
210.443	-0
210.825	-0
211.206	-0.12
211.588	-1.02
211.97	-0
212.351	0.39
212.733	0.91
213.115	-0
213.496	0.27
213.878	0.77
214.259	-0
214.641	-0
215.022	-0
215.403	1.71
215.785	-0
216.166	-0.69
